date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA3:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA1:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA3:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA1:Zone Ventilation Sensible Heat Loss Energy [J](Hourly)
2018-11-28 02:00:00,6.125,12.923860167604875,12.856010144448808,12.923503229155585,6216995.843712387,1470996.5396186481,6216995.843712432
2018-11-28 03:00:00,6.025,12.815990267669154,12.740965193281431,12.815673155501225,6326743.217359803,1496963.7448293169,6326743.217359805
2018-11-28 04:00:00,5.925000000000002,12.721796949794618,12.644904975658655,12.72151786321368,6434968.4363199165,1522570.7946958388,6434968.436319882
2018-11-28 05:00:00,5.9,12.644704887027357,12.567305005739478,12.644460870184595,6462034.45875654,1528974.8564559403,6462034.458756576
2018-11-28 06:00:00,5.9,12.581216511356725,12.504481014169546,12.581003629706807,6462034.45875654,1528974.8564559473,6462034.458756583
2018-11-28 07:00:00,5.9,12.522531859253212,12.449291676564984,12.522345805746038,6462034.458756441,1528974.8564559354,6462034.458756581
2018-11-28 08:00:00,6.05,13.722409390471945,13.480908507980569,13.722192187726018,8565511.644101573,1955797.1089357575,8565396.536463652
2018-11-28 09:00:00,6.25,16.077951601119153,15.269306309277606,16.0776725400225,0.0,0.0,0.0
2018-11-28 10:00:00,6.45,17.28143220325941,16.294885350037855,17.281168061224953,0.0,0.0,0.0
2018-11-28 11:00:00,6.800000000000002,18.167971057314674,17.183318289341337,18.167727719623493,0.0,0.0,0.0
2018-11-28 12:00:00,7.125,18.909158698008852,17.988586062958944,18.908934139524924,0.0,0.0,0.0
2018-11-28 13:00:00,7.5,19.515741540314977,18.680273721331986,19.515534183775266,0.0,0.0,0.0
2018-11-28 14:00:00,7.675000000000002,19.991485579596546,19.36249019750784,19.991384404352782,0.0,0.0,0.0
2018-11-28 15:00:00,7.775,20.267322248994837,20.063777340090013,20.267249208112162,0.0,0.0,0.0
2018-11-28 16:00:00,7.875,20.496843643299968,20.610275645074967,20.496785258159626,0.0,0.0,0.0
2018-11-28 17:00:00,7.525,20.692342997491693,20.874328651362212,20.69228205913063,0.0,0.0,0.0
2018-11-28 18:00:00,7.025,20.846933847950343,21.061906247832972,20.846850421379198,0.0,0.0,0.0
2018-11-28 19:00:00,6.525,17.726844900941728,18.570828985178913,17.726672580354744,9860031.888428364,2635073.7673805286,9859917.152010396
2018-11-28 20:00:00,6.4,16.473544865400108,17.48952105206266,16.47328014531989,8320304.519259162,2348605.2948937016,8320094.689929401
2018-11-28 21:00:00,6.324999999999998,15.48417297697717,16.50427186643398,15.483834674975624,7207075.390942702,2100083.258688102,7206800.700826079
2018-11-28 22:00:00,6.3,14.838656154406495,15.77016494173203,14.83825532262369,6680535.240818214,1950140.2312032687,6680206.090108722
2018-11-28 23:00:00,6.525,14.362924293984484,15.184555302294676,14.362474130147426,6099186.346429093,1775875.4221790947,6098816.952913962
2018-11-28 00:00:00,6.825,13.98244542044335,14.702201182427277,13.982052660200308,5537842.711299034,1608227.3093706798,5537646.829742769
2018-11-29 01:00:00,7.125,13.726069492338937,14.288837063691034,13.72577997755234,5162522.589959994,1455750.6309098103,5162522.593488913
2018-11-29 02:00:00,6.9,13.532623640547236,13.851918559491114,13.532341654776086,5404979.303250117,1411089.4477553284,5404979.303250498
2018-11-29 03:00:00,6.575,13.36618128561258,13.42012182821311,13.365902234296268,5760383.406110274,1390669.8698886537,5760383.40611033
2018-11-29 04:00:00,6.199999999999998,13.220738592303025,13.16135262450387,13.220457915214135,6168219.1555243125,1459468.2458399432,6168219.155524352
2018-11-29 05:00:00,5.65,13.093600994112794,13.002718906192017,13.093314473891974,6766270.3626543125,1600959.7836854127,6766270.36265434
2018-11-29 06:00:00,5.125,12.982635551513052,12.875246103121679,12.982340351958175,7339265.240675272,1736535.465652207,7339265.240675272
2018-11-29 07:00:00,4.550000000000002,12.88433299423362,12.769119119018598,12.884029125844958,7969329.67331632,1885614.317143967,7969329.673316395
2018-11-29 08:00:00,4.475,13.801581685825315,13.6036907570889,13.801141943524337,9839665.206950862,2302286.68992917,9839408.791906936
2018-11-29 09:00:00,4.65,16.521949772248796,15.690541600097186,16.52147630025626,0.0,0.0,0.0
2018-11-29 10:00:00,4.775,17.678276536766592,16.67192674713397,17.67766167940975,0.0,0.0,0.0
2018-11-29 11:00:00,5.475,18.541172242028136,17.537987828765644,18.540596757568007,0.0,0.0,0.0
2018-11-29 12:00:00,6.375,19.33413443747732,18.371854537665964,19.334214492542145,0.0,0.0,0.0
2018-11-29 13:00:00,7.275,19.952154696425946,19.12898577404333,19.95359015510836,0.0,0.0,0.0
2018-11-29 14:00:00,7.574999999999998,20.28112090301011,19.86383233454836,20.283811633095397,0.0,0.0,0.0
2018-11-29 15:00:00,7.675000000000002,20.545042832049667,20.54671683616597,20.549497759678854,0.0,0.0,0.0
2018-11-29 16:00:00,7.775,20.764061483741873,20.877232202555113,20.76992396577111,0.0,0.0,0.0
2018-11-29 17:00:00,6.825,20.942696887287003,21.095744158272108,20.94909489905961,0.0,0.0,0.0
2018-11-29 18:00:00,5.449999999999998,21.07514654258496,21.25290199075427,21.081031857661532,0.0,0.0,0.0
2018-11-29 19:00:00,4.125,17.457033285735733,18.372021984420083,17.462939256055744,11655893.779022815,3119690.542484527,11658971.422346625
2018-11-29 20:00:00,3.2,15.973697274055256,17.092462154681087,15.978997588997444,10717255.835936416,2993208.6018282976,10721729.98430418
2018-11-29 21:00:00,2.325,14.895408886509323,15.819604511398317,14.897272270248866,10518194.640026357,2866848.3494370626,10518651.445131099
2018-11-29 22:00:00,1.5,14.44152485032161,14.764326325068126,14.441551640211248,11401047.605442494,2826161.0228201407,11401047.638231745
2018-11-29 23:00:00,1.975,14.111938226635294,14.046548817687519,14.110625201927226,10867008.681615423,2573493.4496218655,10867008.68162122
2018-11-29 00:00:00,2.875,13.845681691063142,13.692492616852784,13.843240239951243,9867349.360523853,2334702.8932085736,9867349.360523837
