,SuperInsulating_01445,SuperInsulating_00795,Simple 1001,DistrictHeating:Facility,DistrictCooling:Facility
0,0.6000000000000001,0.6000000000000001,0.01,36464654057.13185,18464625411.76797
1,0.6000000000000001,0.6000000000000001,0.255,36464654057.13185,18464625411.76797
2,0.6000000000000001,0.6000000000000001,0.5,36464654057.13185,18464625411.76797
3,0.6000000000000001,0.6000000000000001,0.745,36464654057.13185,18464625411.76797
4,0.6000000000000001,0.6000000000000001,0.99,36464654057.13185,18464625411.76797
