date,Temp_in_2,Temp_in_3,Temp_in_1,Temp_out,Cooling,Heating,Electricity,Temp_in,deltaT,Power
2018-01-01 01:00:00,1.5705219637496926,1.6077127335909773,1.5705076143938657,0.925,0.0,0.0,303330.76601256,1.582914103911512,0.657914103911512,0.0
2018-01-01 02:00:00,1.3788586614784737,1.4611290775398245,1.3788415306844766,0.6499999999999999,0.0,0.0,303330.76601256,1.4062764232342584,0.7562764232342585,0.0
2018-01-01 03:00:00,1.4104225544293016,1.4627918099260648,1.4104036890756542,0.8500000000000001,0.0,0.0,303330.76601256,1.427872684477007,0.577872684477007,0.0
2018-01-01 04:00:00,1.4053661422068757,1.4468493712481492,1.4053455626997773,0.975,0.0,0.0,303330.76601256,1.4191870253849341,0.44418702538493415,0.0
2018-01-01 05:00:00,1.3821866682106865,1.4179499422510853,1.3821645610314757,1.0,0.0,0.0,303330.76601256,1.394100390497749,0.3941003904977489,0.0
2018-01-01 06:00:00,1.3499529863435304,1.3840036581817305,1.3499295145306145,1.0,0.0,0.0,303330.76601256,1.3612953863519586,0.36129538635195857,0.0
2018-01-01 07:00:00,1.3612756015400778,1.385472639499015,1.3612511087675403,1.15,0.0,0.0,303330.76601256,1.369333116602211,0.219333116602211,0.0
2018-01-01 08:00:00,1.3811582899303492,1.3944826189915664,1.3811328863349692,1.275,0.0,0.0,303330.76601256,1.3855912650856281,0.11059126508562822,0.0
2018-01-01 09:00:00,1.4217317884632468,1.4250161000410808,1.4216998716925808,1.45,0.0,0.0,303330.76601256,1.422815920065636,-0.02718407993436389,0.0
2018-01-01 10:00:00,1.4385101483584641,1.4270188959019607,1.4384741425865557,1.5750000000000002,0.0,0.0,303330.76601256,1.4346677289489935,-0.14033227105100665,0.0
2018-01-01 11:00:00,1.4574456273680276,1.4377138921250565,1.4574079192600982,1.9,0.0,0.0,303330.76601256,1.4508558129177274,-0.44914418708227255,0.0
2018-01-01 12:00:00,1.51106574954185,1.4744231301711697,1.5110259817594833,2.3,0.0,0.0,303330.76601256,1.4988382871575012,-0.8011617128424986,0.0
2018-01-01 13:00:00,1.5813100159327982,1.5249477193547225,1.5812703748272445,2.7,0.0,0.0,303330.76601256,1.5625093700382553,-1.1374906299617449,0.0
2018-01-01 14:00:00,1.6493186850892705,1.5776452879611769,1.6492849614682006,2.8,0.0,0.0,303330.76601256,1.625416311506216,-1.174583688493784,0.0
2018-01-01 15:00:00,1.7028803623615236,1.6253810084391733,1.7028596404323828,2.725,0.0,0.0,303330.76601256,1.677040337077693,-1.0479596629223071,0.0
2018-01-01 16:00:00,1.7521927907402541,1.6732213380296623,1.7521864950965154,2.7,0.0,0.0,303330.76601256,1.7258668746221442,-0.974133125377856,0.0
2018-01-01 17:00:00,1.7925808976471957,1.7153523371327153,1.792583422901346,2.7,0.0,0.0,303330.76601256,1.7668388858937523,-0.9331611141062479,0.0
2018-01-01 18:00:00,1.8215186330372342,1.7496425860889155,1.8215233500142087,2.775,0.0,0.0,303330.76601256,1.7975615230467863,-0.9774384769532136,0.0
2018-01-01 19:00:00,1.8366031825959397,1.771805327434285,1.8366062120191429,2.8,0.0,0.0,303330.76601256,1.8150049073497894,-0.9849950926502105,0.0
2018-01-01 20:00:00,1.8476011696725936,1.7892849947814051,1.8476008079190889,2.95,0.0,0.0,303330.76601256,1.8281623241243625,-1.1218376758756377,0.0
2018-01-01 21:00:00,1.846979909551588,1.7941718052726023,1.8469754135909853,2.85,0.0,0.0,303330.76601256,1.8293757094717253,-1.0206242905282747,0.0
2018-01-01 22:00:00,1.8296083178242384,1.7871313594236073,1.8295994231421835,2.6500000000000004,0.0,0.0,303330.76601256,1.8154463667966763,-0.8345536332033241,0.0
2018-01-01 23:00:00,1.8120026453480576,1.7779494401750844,1.8119893564699752,2.45,0.0,0.0,303330.76601256,1.8006471473310388,-0.6493528526689614,0.0
2018-01-01 00:00:00,1.7919084078384608,1.765257674104495,1.791890894359131,2.25,0.0,0.0,303330.76601256,1.7830189921006958,-0.4669810078993042,0.0
2018-01-02 01:00:00,3.415674770031525,3.1536371777229935,3.415655536667096,2.05,0.0,18266951.504339255,303330.76601256,3.328322494807205,1.2783224948072052,5.074153195649793
2018-01-02 02:00:00,3.7801594693807568,3.4211961736281022,3.780138757997326,2.075,0.0,18266951.504339628,303330.76601256,3.660498133668728,1.585498133668728,5.074153195649897
2018-01-02 03:00:00,4.093786511437173,3.756953563583816,4.0937637982118735,2.1,0.0,18266951.50433926,303330.76601256,3.981501291077621,1.8815012910776208,5.074153195649794
2018-01-02 04:00:00,4.333127615319361,4.032014609898067,4.333103182288909,2.1750000000000003,0.0,18266951.504339345,303330.76601256,4.232748469168779,2.057748469168779,5.074153195649818
2018-01-02 05:00:00,4.532072627374197,4.269478119676702,4.532046757388642,2.125,0.0,18266951.504339248,303330.76601256,4.444532501479848,2.3195325014798476,5.074153195649791
2018-01-02 06:00:00,4.702045256084944,4.477638762672202,4.7020182241400565,2.1,0.0,18266951.50433952,303330.76601256,4.627234080965734,2.527234080965734,5.074153195649867
2018-01-02 07:00:00,4.850515766535333,4.660531070922108,4.850487831639238,2.025,0.0,18266951.50433941,303330.76601256,4.7871782230322255,2.7621782230322256,5.074153195649837
2018-01-02 08:00:00,5.738511585932724,5.435678870749966,5.738482596182588,2.0,0.0,18436460.651384067,15179108.724000003,5.637557684288427,3.637557684288427,5.121239069828907
2018-01-02 09:00:00,7.382965751136767,6.7135145881802885,7.3829320638779725,2.0,0.0,18605969.798428796,15179108.724000003,7.1598041343983425,5.1598041343983425,5.168324944007999
2018-01-02 10:00:00,8.627184388832928,7.775549763246159,8.627148695096075,2.0,0.0,18944988.09251823,15179108.724000003,8.343294282391723,6.343294282391723,5.262496692366175
2018-01-02 11:00:00,9.57671170737616,8.700083730604321,9.576674919914328,2.3,0.0,18944988.09251853,15179108.724000003,9.284490119298269,6.984490119298269,5.262496692366258
2018-01-02 12:00:00,10.457261107247245,9.596054176527776,10.457224542098595,2.7,0.0,18944988.09251821,15179108.724000003,10.170179941957873,7.4701799419578725,5.262496692366169
2018-01-02 13:00:00,11.193944632993109,10.386093515564896,11.193918690637824,3.1,0.0,18775478.945473507,15179108.724000003,10.924652279731943,7.824652279731943,5.2154108181870855
2018-01-02 14:00:00,11.939332462357148,11.17391151191881,11.939347887954195,3.425,0.0,18775478.94547352,15179108.724000003,11.68419728741005,8.25919728741005,5.215410818187088
2018-01-02 15:00:00,12.756093133554712,12.006820244106835,12.756186145224321,3.650000000000001,0.0,18944988.09251816,15179108.724000003,12.506366507628622,8.856366507628621,5.262496692366155
2018-01-02 16:00:00,13.502486342287929,12.787300131055524,13.502664232678573,3.925,0.0,18944988.09251834,15179108.724000003,13.264150235340674,9.339150235340675,5.262496692366206
2018-01-02 17:00:00,14.161150242775538,13.501198777712789,14.161387715444635,3.7,0.0,18944988.09251816,15179108.724000003,13.94124557864432,10.241245578644321,5.262496692366155
2018-01-02 18:00:00,14.567169509762845,14.015331041136427,14.567435542827726,3.3000000000000003,0.0,18605969.79842894,15179108.724000003,14.383312031242333,11.083312031242333,5.168324944008039
2018-01-02 19:00:00,12.40391513861592,12.49373163435957,12.40406581782755,2.9,0.0,12076769.6950049,15179108.724000003,12.433904196934348,9.533904196934348,3.3546582486124725
2018-01-02 20:00:00,11.895798144213215,12.214096974500698,11.895983433370047,2.35,0.0,18239365.002326008,5623484.7239999985,12.00195951736132,9.65195951736132,5.066490278423891
2018-01-02 21:00:00,11.0411530616723,11.519681206840547,11.04133638959175,1.75,0.0,18266951.504339308,303330.76601256,11.200723552701533,9.450723552701533,5.074153195649807
2018-01-02 22:00:00,10.545835906284106,11.049704538801512,10.54601271047076,1.15,0.0,18266951.50433908,303330.76601256,10.713851051852126,9.563851051852126,5.074153195649744
2018-01-02 23:00:00,10.191186756339233,10.67499903254859,10.19135416061346,0.8500000000000001,0.0,18266951.50433915,303330.76601256,10.352513316500428,9.502513316500428,5.074153195649764
2018-01-02 00:00:00,9.913544126610386,10.363961563860915,9.91369936618178,0.6499999999999999,0.0,18266951.504339214,303330.76601256,10.06373501888436,9.41373501888436,5.074153195649782
