,SuperInsulating_01445,Simple 1001,SuperInsulating_00795,DistrictHeating:Facility,DistrictCooling:Facility,Electricity:Facility
0,0.30000000000000004,1.6,0.01,50172651185.72289,22200870667.096836,50452844768.26758
1,0.30000000000000004,1.6,0.01830508474576271,47687739258.65184,21823614836.0109,50452844768.26758
2,0.30000000000000004,1.6,0.02661016949152542,46048245549.788826,21531008449.850826,50452844768.26758
3,0.30000000000000004,1.6,0.03491525423728813,44883963909.91521,21265022092.74666,50452844768.26758
4,0.30000000000000004,1.6,0.043220338983050846,44010451580.24331,21058586138.219997,50452844768.26758
5,0.30000000000000004,1.6,0.05152542372881356,43328890104.64572,20934684131.713593,50452844768.26758
6,0.30000000000000004,1.6,0.059830508474576265,42785425616.215294,20842374251.21561,50452844768.26758
7,0.30000000000000004,1.6,0.06813559322033898,42340147420.56134,20763161518.966232,50452844768.26758
8,0.30000000000000004,1.6,0.07644067796610168,41969251810.42612,20675249529.181522,50452844768.26758
9,0.30000000000000004,1.6,0.08474576271186439,41655902588.67022,20625585436.376102,50452844768.26758
10,0.30000000000000004,1.6,0.09305084745762711,41387003860.53363,20537322835.282776,50452844768.26758
11,0.30000000000000004,1.6,0.10135593220338981,41153484179.101,20506059364.212227,50452844768.26758
12,0.30000000000000004,1.6,0.10966101694915252,40949459391.08187,20469027114.36378,50452844768.26758
13,0.30000000000000004,1.6,0.11796610169491524,40771006937.18853,20412197345.089836,50452844768.26758
14,0.30000000000000004,1.6,0.12627118644067795,40610997150.170395,20380435754.54863,50452844768.26758
15,0.30000000000000004,1.6,0.13457627118644067,40467836327.135765,20328923259.263313,50452844768.26758
16,0.30000000000000004,1.6,0.14288135593220339,40339099982.874405,20300777486.56935,50452844768.26758
17,0.30000000000000004,1.6,0.1511864406779661,40222489086.3767,20277059096.93164,50452844768.26758
18,0.30000000000000004,1.6,0.1594915254237288,40116212286.766846,20248504501.57601,50452844768.26758
19,0.30000000000000004,1.6,0.16779661016949152,40019551100.475525,20231967138.745556,50452844768.26758
20,0.30000000000000004,1.6,0.17610169491525424,39930775966.294655,20195968024.662083,50452844768.26758
21,0.30000000000000004,1.6,0.18440677966101693,39849215049.32081,20175023450.61303,50452844768.26758
22,0.30000000000000004,1.6,0.19271186440677965,39773267112.24997,20165361983.30462,50452844768.26758
23,0.30000000000000004,1.6,0.20101694915254237,39703195521.43238,20152448392.253036,50452844768.26758
24,0.30000000000000004,1.6,0.20932203389830506,39638466769.55782,20143606488.249638,50452844768.26758
25,0.30000000000000004,1.6,0.21762711864406778,39577784150.900154,20120934146.53442,50452844768.26758
26,0.30000000000000004,1.6,0.2259322033898305,39521373460.453766,19946309017.298126,50452844768.26758
27,0.30000000000000004,1.6,0.23423728813559322,39468711342.5372,19939095216.7968,50452844768.26758
28,0.30000000000000004,1.6,0.2425423728813559,39419358309.70831,19901499377.1048,50452844768.26758
29,0.30000000000000004,1.6,0.25084745762711863,39372977436.41636,19896270847.407566,50452844768.26758
30,0.30000000000000004,1.6,0.2591525423728813,39329475413.73206,19866604050.78752,50452844768.26758
31,0.30000000000000004,1.6,0.26745762711864407,39288229906.55081,19860548621.987175,50452844768.26758
32,0.30000000000000004,1.6,0.27576271186440676,39249351185.99794,19818443094.108265,50452844768.26758
33,0.30000000000000004,1.6,0.28406779661016945,39212551419.58804,19813525541.907867,50452844768.26758
34,0.30000000000000004,1.6,0.2923728813559322,39177619927.05786,19814000954.595287,50452844768.26758
35,0.30000000000000004,1.6,0.3006779661016949,39144508749.27726,19803077465.33688,50452844768.26758
36,0.30000000000000004,1.6,0.3089830508474576,39113103184.24661,19798311617.10776,50452844768.26758
37,0.30000000000000004,1.6,0.31728813559322033,39082514117.09035,19787308456.55796,50452844768.26758
38,0.30000000000000004,1.6,0.325593220338983,39053931938.22969,19783153461.73135,50452844768.26758
39,0.30000000000000004,1.6,0.3338983050847457,39026839080.356125,19779522440.733765,50452844768.26758
40,0.30000000000000004,1.6,0.34220338983050846,39001061252.53172,19775723570.52927,50452844768.26758
41,0.30000000000000004,1.6,0.35050847457627116,38976277746.525406,19771507672.10321,50452844768.26758
42,0.30000000000000004,1.6,0.35881355932203385,38952684883.20958,19767971034.576843,50452844768.26758
43,0.30000000000000004,1.6,0.3671186440677966,38930068962.82271,19764447368.396427,50452844768.26758
44,0.30000000000000004,1.6,0.3754237288135593,38908703512.431404,19768195699.237446,50452844768.26758
45,0.30000000000000004,1.6,0.383728813559322,38888147323.66314,19758114616.106842,50452844768.26758
46,0.30000000000000004,1.6,0.3920338983050847,38868404531.124695,19754791723.129013,50452844768.26758
47,0.30000000000000004,1.6,0.4003389830508474,38849314322.60401,19751826512.480225,50452844768.26758
48,0.30000000000000004,1.6,0.4086440677966101,38830998030.09422,19748873969.74881,50452844768.26758
49,0.30000000000000004,1.6,0.41694915254237286,38814044672.07251,19746073370.491207,50452844768.26758
50,0.30000000000000004,1.6,0.42525423728813555,38797084137.737045,19743375011.794434,50452844768.26758
51,0.30000000000000004,1.6,0.4335593220338983,38780735357.66587,19740791807.39457,50452844768.26758
52,0.30000000000000004,1.6,0.441864406779661,38764985147.778206,19738384777.087444,50452844768.26758
53,0.30000000000000004,1.6,0.4501694915254237,38749762647.13063,19713890811.1637,50452844768.26758
54,0.30000000000000004,1.6,0.45847457627118643,38735086648.63622,19580692295.39978,50452844768.26758
55,0.30000000000000004,1.6,0.4667796610169491,38720964831.49162,19578254704.520172,50452844768.26758
56,0.30000000000000004,1.6,0.4750847457627118,38707331058.555984,19575939126.421234,50452844768.26758
57,0.30000000000000004,1.6,0.48338983050847456,38694121813.74574,19573686053.231262,50452844768.26758
58,0.30000000000000004,1.6,0.49169491525423725,38681339949.13335,19563540959.356987,50452844768.26758
59,0.30000000000000004,1.6,0.5,38668908102.30475,19561274760.539677,50452844768.26758
